"","YEAR","ID","RACE","SEX","AGE","SIBS","RES16","FAMILY16","BORN","PARBORN","REALRINC","INCOM16","PAEDUC","MAEDUC","PAPRES105PLUS","MAPRES105PLUS","REALINC","HOMPOP","FINRELA","PRESTG105PLUS","EDUC","RES161","COMTYPE","HPARPRES","HPAREDU","FEMALE","BOTHPAR","WHITE","RES16MID","FIPP","lnREALRINC","lnFIPP","RESNOWBIG"
"336",1994,9,2,2,41,2,3,5,2,8,14325,NA,-1,11,-1,14,21010,5,2,50,12,NA,NA,14,11,TRUE,0,0,0,4202,9.56976154158294,8.34331588140495,NA
"337",2014,319,3,2,31,1,6,1,2,8,4257,3,11,12,16,28,5321.25,1,3,16,10,NA,NA,28,12,TRUE,1,0,1,5321.25,8.35631996582815,8.57946351714236,NA
"338",1975,1280,1,2,19,0,5,1,NA,NA,NA,3,6,12,94,-1,NA,3,3,NA,11,NA,NA,94,12,TRUE,1,1,1,NA,NA,NA,NA
"339",1996,467,1,2,43,3,4,1,1,1,4713,NA,16,12,91,55,23563,4,3,55,14,NA,NA,91,16,TRUE,1,1,1,5890.75,8.45807992692373,8.68113860300448,NA
"340",1974,741,1,1,65,5,2,1,NA,NA,30841,3,10,8,58,-1,30841,2,3,NA,12,NA,NA,58,10,FALSE,1,1,0,15420.5,10.3366002525731,9.64345307201316,NA
"341",1976,1245,1,2,56,0,2,1,NA,NA,4074,3,14,3,80,-1,7130,3,2,85,16,NA,NA,80,14,TRUE,1,1,0,2376.66666666667,8.31238059678675,7.77345422474023,NA
"342",1991,1292,2,2,41,6,2,1,1,0,9401,5,-1,7,18,-1,9401,3,2,18,12,NA,NA,18,7,TRUE,1,0,0,3133.66666666667,9.14857134557855,8.04995905691044,NA
"343",1998,811,1,2,52,2,5,1,1,0,37895,NA,16,12,73,-1,37895,2,4,91,17,NA,NA,73,16,TRUE,1,1,1,18947.5,10.5425744562461,9.84942727568618,NA
"344",1975,1075,1,1,22,2,2,1,NA,NA,27793,2,7,12,43,-1,38910,3,3,31,12,NA,NA,43,12,FALSE,1,1,0,12970,10.232539469411,9.47039427731049,NA
"345",1985,1443,1,2,31,5,3,1,1,0,NA,2,16,16,39,-1,31668,4,4,35,16,NA,NA,39,16,TRUE,1,1,0,7917,NA,8.97676762517143,NA
"346",1985,799,1,1,60,0,3,1,1,2,NA,3,12,8,62,-1,24543,3,3,91,16,NA,NA,62,12,FALSE,1,1,0,8181,NA,9.0095696715137,NA
"347",1972,849,1,1,29,2,5,1,NA,NA,NA,4,18,16,91,-1,37226,4,4,62,16,NA,NA,91,18,FALSE,1,1,1,9306.5,NA,9.13846835973839,NA
"348",1985,414,1,2,48,4,3,1,1,0,9500,3,12,12,49,-1,9500,1,3,12,12,NA,NA,49,12,TRUE,1,1,0,9500,9.15904707758863,9.15904707758863,NA
"349",1977,1417,1,2,21,3,2,1,1,0,NA,3,8,8,29,-1,6741,3,2,NA,10,NA,NA,29,8,TRUE,1,1,0,2247,NA,7.71735127218533,NA
"350",1974,599,1,2,25,1,1,1,NA,NA,NA,3,12,12,62,-1,22206,4,3,48,12,NA,NA,62,12,TRUE,1,1,0,5551.5,NA,8.62182344049432,NA
"351",2004,2766,2,2,47,2,1,1,1,0,5434.2,3,6,6,29,-1,49813.5,4,NA,15,13,NA,NA,29,6,TRUE,1,0,0,12453.375,8.60046759460896,9.42974694949348,NA
"352",1991,1200,1,2,59,1,3,1,1,0,4596,3,12,14,46,-1,13579,1,4,18,13,NA,NA,46,14,TRUE,1,1,0,13579,8.43294163896865,9.5162797606988,NA
"353",1973,547,1,1,21,4,5,1,NA,NA,NA,4,12,-1,91,-1,32761,1,3,38,12,NA,NA,91,12,FALSE,1,1,1,32761,NA,10.3969940625317,NA
"354",2006,2320,1,2,36,4,3,1,1,0,9238.125,3,12,10,26,16,25582.5,7,2,68,13,NA,NA,26,12,TRUE,1,1,0,3654.64285714286,9.13109422196634,8.2037536539056,NA
"355",2000,1482,1,1,22,5,6,2,1,0,NA,NA,11,9,35,18,NA,4,1,NA,12,NA,NA,35,11,FALSE,0,1,1,NA,NA,NA,NA
"356",2010,287,3,1,20,3,6,1,1,8,4662,2,14,16,11,18,16835,6,2,85,13,NA,NA,18,16,FALSE,1,0,1,2805.83333333333,8.4471998195957,7.93945586236712,NA
"357",1975,1291,1,1,27,9,5,1,NA,NA,NA,4,12,12,75,-1,38910,2,2,91,16,NA,NA,75,12,FALSE,1,1,1,19455,NA,9.87585938541865,NA
"358",1983,569,1,1,37,1,3,1,1,0,48277,4,16,12,29,-1,48277,4,4,83,16,NA,NA,29,16,FALSE,1,1,0,12069.25,10.7847105357498,9.39841617462989,NA
"359",1975,1421,1,2,18,7,3,1,NA,NA,1112,3,12,10,49,-1,27793,7,3,7,10,NA,NA,49,12,TRUE,1,1,0,3970.42857142857,7.01391547481053,8.28662932035568,NA
"360",2010,135,1,1,42,6,1,1,2,8,NA,1,0,0,58,-1,28490,2,3,62,3,NA,NA,58,0,FALSE,1,1,0,14245,NA,9.56416124693201,NA
"361",2004,880,1,2,30,1,5,1,1,0,NA,4,12,18,49,91,3924.7,3,2,16,10,NA,NA,91,18,TRUE,1,1,1,1308.23333333333,NA,7.17643290550622,NA
"362",1972,5,1,2,61,2,3,1,NA,NA,NA,2,8,8,37,-1,50763,2,4,21,12,NA,NA,37,8,TRUE,1,1,0,25381.5,NA,10.1417758411768,NA
"363",2004,2322,1,1,40,2,3,1,1,0,33209,3,14,12,29,73,33209,3,3,26,12,NA,NA,73,14,FALSE,1,1,0,11069.6666666667,10.4105762025052,9.3119639138371,NA
"364",1989,570,1,2,64,2,4,3,1,0,6030,3,-1,5,42,-1,22032,2,3,18,12,NA,NA,42,5,TRUE,0,1,1,11016,8.70450228972123,9.30710404040849,NA
"365",1973,727,1,2,61,9,3,4,NA,NA,NA,3,8,-1,49,-1,19657,2,2,NA,12,NA,NA,49,8,TRUE,0,1,0,9828.5,NA,9.19304160739785,NA
"366",1998,714,1,1,54,1,3,1,1,0,46507,NA,8,13,29,-1,68900,2,4,51,17,NA,NA,29,13,FALSE,1,1,0,34450,10.7473581178802,10.4472642764418,NA
"367",1986,652,1,1,26,4,1,1,1,0,3567,3,12,12,75,-1,6625,2,2,51,12,NA,NA,75,12,FALSE,1,1,0,3312.5,8.17948018535889,8.10545847029448,NA
"368",1994,221,1,2,54,1,5,1,1,0,382,NA,14,13,81,48,34380,2,3,66,13,NA,2,81,14,TRUE,1,1,1,17190,5.94542060860658,9.75208309837689,1
"369",1998,2131,2,2,45,7,1,1,1,0,31005,NA,7,11,36,51,NA,6,3,NA,16,NA,NA,51,11,TRUE,1,0,0,NA,10.341903760784,NA,NA
"370",1996,2613,1,2,50,8,3,1,1,0,17038,NA,11,11,14,-1,32625,2,3,62,12,1,NA,14,11,TRUE,1,1,0,16312.5,9.74320142260279,9.69968696406505,NA
"371",2014,1580,1,2,57,2,3,1,1,0,NA,2,8,9,50,-1,NA,2,3,11,12,NA,NA,50,9,TRUE,1,1,0,NA,NA,NA,NA
"372",2016,1223,1,1,87,3,3,1,1,0,NA,2,8,8,90,-1,65520,2,3,90,16,NA,NA,90,8,FALSE,1,1,0,32760,NA,10.396963537967,NA
"373",1975,354,1,1,65,3,3,1,NA,NA,NA,3,0,0,24,-1,10005,2,4,26,8,NA,NA,24,0,FALSE,1,1,0,5002.5,NA,8.51769306645789,NA
"374",2016,1901,1,2,38,2,1,1,1,0,7605,4,16,20,65,94,9945,4,1,17,14,NA,NA,94,20,TRUE,1,1,0,2486.25,8.93656120469339,7.81853083016818,NA
"375",1984,139,1,2,38,6,5,1,1,0,23386,2,12,10,11,-1,92858,4,3,12,13,NA,NA,11,12,TRUE,1,1,1,23214.5,10.0598928317003,10.0525323624232,NA
"376",1975,357,1,1,52,5,1,1,NA,NA,NA,3,8,8,28,-1,4447,3,4,29,12,NA,NA,28,8,FALSE,1,1,0,1482.33333333333,NA,7.30137270184259,NA
"377",1973,973,2,1,28,2,6,1,NA,NA,NA,2,7,5,32,-1,32761,5,3,78,13,NA,NA,32,7,FALSE,1,0,1,6552.2,NA,8.78755615009755,NA
"378",1984,800,1,1,68,7,1,1,1,0,NA,3,11,12,58,-1,8254,2,3,58,11,NA,NA,58,12,FALSE,1,1,0,4127,NA,8.32530602975258,NA
"379",2004,2702,1,2,50,3,3,5,1,0,8302.25,2,-1,9,-1,24,8302.25,1,NA,23,15,NA,NA,24,9,TRUE,0,1,0,8302.25,9.02428184138532,9.02428184138532,NA
"380",1998,1255,1,2,27,1,3,1,1,0,4478,NA,14,12,42,16,11196,3,3,84,14,NA,NA,42,14,TRUE,1,1,0,3732,8.4069317971587,8.22469956196723,NA
"381",2006,1567,1,1,80,3,5,1,1,0,NA,2,12,11,62,-1,38373.75,2,4,94,16,NA,NA,62,12,FALSE,1,1,1,19186.875,NA,9.86198173050913,NA
"382",2002,902,1,2,46,7,5,3,1,0,1251.4,3,14,10,29,29,2815.65,4,3,24,14,NA,NA,29,14,TRUE,0,1,1,703.9125,7.13201820356426,6.5566540586607,NA
"383",1985,1102,1,2,36,5,1,1,1,0,NA,4,8,12,35,-1,31668,7,3,55,11,NA,NA,35,12,TRUE,1,1,0,4524,NA,8.41715183723601,NA
"384",1973,635,1,1,89,5,6,1,NA,NA,NA,3,12,8,39,-1,9173,2,3,46,12,NA,NA,39,12,FALSE,1,1,1,4586.5,NA,8.43087248494971,NA
"385",2018,1411,2,2,84,6,2,1,1,0,NA,2,3,2,38,-1,20430,2,3,26,12,NA,NA,38,3,TRUE,1,0,0,10215,NA,9.23161250725172,NA
"386",1985,32,1,2,32,5,6,1,1,0,31668,2,11,12,18,-1,99257,2,4,55,16,NA,NA,18,12,TRUE,1,1,1,49628.5,10.3630619862913,10.8123205444697,NA
"387",2018,1426,1,2,21,5,3,7,1,0,2497,3,-1,12,-1,39,NA,7,3,18,15,NA,NA,39,12,TRUE,0,1,0,NA,7.82284529027977,NA,NA
"388",2018,1362,1,1,22,2,5,1,1,0,NA,4,16,19,91,89,NA,4,4,NA,15,NA,NA,91,19,FALSE,1,1,1,NA,NA,NA,NA
"389",2016,1029,1,2,50,1,4,1,1,0,NA,3,16,8,-1,15,936,3,1,16,16,NA,NA,15,16,TRUE,1,1,1,312,NA,5.74300318780948,NA
"390",2018,1589,1,1,85,6,4,1,1,0,NA,2,8,-1,86,-1,54480,1,4,51,14,NA,NA,86,8,FALSE,1,1,1,54480,NA,10.9055889408234,NA
"391",1986,1361,1,1,51,2,5,1,1,0,101376,4,16,16,39,-1,102084,2,1,80,16,NA,NA,39,16,FALSE,1,1,1,51042,11.526591655734,10.8404041022039,NA
"392",1972,1443,1,1,26,3,4,1,NA,NA,NA,3,12,12,26,-1,37226,2,3,94,16,NA,NA,26,12,FALSE,1,1,1,18613,NA,9.83161554029833,NA
"393",2006,2966,1,2,21,8,1,1,2,8,NA,3,2,6,58,-1,13501.875,2,3,NA,6,NA,NA,58,6,TRUE,1,1,0,6750.9375,NA,8.8174366631113,NA
"394",1996,2835,1,1,65,31,3,1,1,0,NA,NA,8,12,46,44,NA,2,3,40,12,NA,NA,46,12,FALSE,1,1,0,NA,NA,NA,NA
"395",2006,2261,1,1,54,0,5,1,1,0,NA,3,14,8,85,18,NA,1,3,59,16,NA,NA,85,14,FALSE,1,1,1,NA,NA,NA,NA
"396",1993,1326,1,2,22,3,3,3,1,0,NA,2,-1,11,50,-1,393,2,2,NA,12,NA,3,50,11,TRUE,0,1,0,196.5,NA,5.28066243130932,0
"397",1994,16,1,2,25,2,1,1,1,0,NA,NA,16,18,94,91,21010,2,4,46,16,NA,1,94,18,TRUE,1,1,0,10505,NA,9.2596066132791,1
"398",1990,331,1,1,35,3,2,1,1,0,33266,4,14,12,58,-1,99988,4,4,61,15,NA,NA,58,14,FALSE,1,1,0,24997,10.4122911333505,10.1265110966498,NA
"399",1996,2765,1,2,70,2,5,1,1,0,NA,NA,14,16,65,-1,NA,2,3,NA,16,3,NA,65,16,TRUE,1,1,1,NA,NA,NA,NA
"400",1989,614,1,1,72,6,2,4,1,0,4175,2,8,-1,58,-1,12756,2,2,49,10,NA,NA,58,8,FALSE,0,1,0,6378,8.33686963728496,8.76060984757,NA
"401",1986,343,1,2,22,1,5,1,1,0,7644,4,16,16,90,-1,11466,1,2,55,12,NA,NA,90,16,TRUE,1,1,1,11466,8.94167630536016,9.34714141346833,NA
"402",1994,1055,1,1,34,5,1,1,1,0,34380,NA,12,12,55,55,34380,1,4,56,16,NA,3,55,12,FALSE,1,1,0,34380,10.4452302789368,10.4452302789368,0
"403",1994,2609,2,1,56,3,1,1,1,0,NA,NA,0,0,15,16,NA,3,5,12,13,NA,3,16,0,FALSE,1,0,0,NA,NA,NA,0
"404",1980,1070,1,1,65,0,2,1,1,0,NA,4,8,8,49,-1,13595,2,2,29,12,NA,NA,49,8,FALSE,1,1,0,6797.5,NA,8.82431017650662,NA
"405",2006,506,2,1,36,2,5,1,1,0,56850,2,12,12,63,50,56850,3,2,85,14,NA,NA,63,12,FALSE,1,0,1,18950,10.9481714991787,9.84955921051057,NA
"406",1989,369,1,1,82,6,1,1,1,NA,NA,1,0,0,37,-1,88133,5,4,29,11,NA,NA,37,0,FALSE,1,1,0,17626.6,NA,9.77716440370205,NA
"407",2002,1480,1,1,51,2,6,1,1,0,NA,NA,14,16,78,68,28156.5,2,NA,52,14,NA,NA,78,16,FALSE,1,1,1,14078.25,NA,9.55238633221469,NA
"408",1988,323,1,2,32,2,5,1,1,0,8685,3,12,13,90,-1,43426,3,3,87,18,NA,NA,90,13,TRUE,1,1,1,14475.3333333333,9.06935267867521,9.58020133038561,NA
"409",1996,1762,2,2,23,9,4,1,1,0,27188,NA,11,11,29,46,27188,2,3,84,14,2,NA,46,11,TRUE,1,0,1,13594,10.2105309784665,9.51738379790658,NA
"410",1991,730,1,1,68,2,4,1,1,1,NA,2,10,12,39,-1,90265,2,4,80,16,NA,NA,39,12,FALSE,1,1,1,45132.5,NA,10.7173578868108,NA
"411",2014,281,1,2,61,5,3,1,2,8,NA,4,16,12,85,-1,NA,4,1,12,10,NA,NA,85,16,TRUE,1,1,0,NA,NA,NA,NA
"412",2010,1932,2,1,60,6,6,1,1,0,5827.5,2,8,12,37,-1,5827.5,1,3,84,16,NA,NA,37,12,FALSE,1,0,1,5827.5,8.67034337090991,8.67034337090991,NA
"413",1996,1745,1,1,51,3,5,1,1,0,39875,NA,8,14,62,-1,39875,1,4,55,13,3,NA,62,14,FALSE,1,1,1,39875,10.5935048400871,10.5935048400871,NA
"414",1973,107,1,1,40,0,6,1,NA,NA,NA,3,16,8,62,-1,58970,4,4,55,16,NA,NA,62,16,FALSE,1,1,1,14742.5,NA,9.59848975787466,NA
"415",1994,756,1,1,36,2,3,1,1,0,16235,NA,13,12,64,-1,16235,3,2,44,16,NA,NA,64,13,FALSE,1,1,0,5411.66666666667,9.69492468453695,8.59631239586884,NA
"416",1980,929,1,2,37,9,6,1,1,2,13595,3,10,16,44,-1,13595,4,2,55,12,NA,NA,44,16,TRUE,1,1,1,3398.75,9.51745735706657,8.13116299594668,NA
"417",2008,815,1,2,25,1,3,1,1,0,29452.5,3,14,16,42,87,29452.5,1,4,85,16,NA,NA,87,16,TRUE,1,1,0,29452.5,10.2905340751203,10.2905340751203,NA
"418",2018,916,1,2,32,2,5,1,1,0,12485,2,12,12,28,29,30645,3,2,54,14,NA,NA,29,12,TRUE,1,1,1,10215,9.43228320271387,9.23161250725172,NA
"419",2000,578,3,2,41,5,3,1,1,0,18287,NA,8,12,29,28,29925,3,1,55,14,NA,2,29,12,TRUE,1,0,0,9975,9.81394570387463,9.20783724175806,1
"420",1972,1455,1,1,30,1,6,1,NA,NA,NA,4,16,16,72,-1,60915,3,4,91,13,NA,NA,72,16,FALSE,1,1,1,20305,NA,9.9186224401204,NA
"421",1986,696,1,1,56,11,2,1,1,0,NA,3,0,3,58,-1,14015,5,2,46,14,NA,NA,58,3,FALSE,1,1,0,2803,NA,7.93844555116479,NA
"422",2008,1144,2,1,37,5,3,8,1,0,12718.125,3,3,5,44,14,12718.125,2,1,64,10,NA,NA,44,5,FALSE,0,0,0,6359.0625,9.45078342036845,8.75763623980851,NA
"423",2018,194,3,2,36,1,3,1,1,0,24970,3,12,13,63,34,45400,3,4,54,16,NA,NA,63,13,TRUE,1,0,0,15133.3333333333,10.1254303832738,9.62465509536133,NA
"424",1982,437,1,1,25,3,5,1,1,0,25619,3,12,12,62,-1,28030,3,3,28,12,NA,NA,62,12,FALSE,1,1,1,9343.33333333333,10.1510895426827,9.14241835549072,NA
"425",1998,1319,1,1,54,1,2,1,1,0,NA,NA,7,12,29,-1,7751,1,1,63,17,NA,NA,29,12,FALSE,1,1,0,7751,NA,8.95557714628151,NA
"426",1980,1353,2,2,34,0,3,1,1,0,35121,4,12,16,54,-1,128141,4,NA,68,18,NA,NA,54,16,TRUE,1,0,0,32035.25,10.4665545211478,10.3745921380071,NA
"427",2002,1727,1,1,22,1,5,1,1,0,1251.4,3,16,12,90,-1,1251.4,2,1,16,15,NA,NA,90,16,FALSE,1,1,1,625.7,7.13201820356426,6.43887102300432,NA
"428",1983,453,1,1,45,2,5,1,1,0,48277,3,12,12,29,-1,48277,5,4,80,18,NA,NA,29,12,FALSE,1,1,1,9655.4,10.7847105357498,9.17527262331568,NA
"429",1976,530,1,1,34,2,5,1,NA,NA,13242,3,8,12,29,-1,13242,3,2,17,12,NA,NA,29,12,FALSE,1,1,1,4414,9.49114887548479,8.39253658681668,NA
"430",1994,1611,1,2,41,4,6,1,1,8,10505,4,13,12,91,-1,10505,2,3,29,16,NA,1,91,13,TRUE,1,1,1,5252.5,9.2596066132791,8.56645943271915,1
"431",1994,620,1,1,57,1,2,1,1,0,51570,3,14,12,58,23,99956,1,3,24,14,NA,NA,58,14,FALSE,1,1,0,99956,10.850695387045,11.5124853681418,NA
"432",1993,671,1,2,79,6,2,1,1,0,NA,4,5,5,58,-1,10808,1,NA,18,7,NA,NA,58,5,TRUE,1,1,0,10808,NA,9.28804187964004,NA
"433",2018,641,1,1,53,1,3,1,1,0,20430,3,18,12,80,38,45400,3,4,94,16,NA,NA,80,18,FALSE,1,1,0,15133.3333333333,9.92475968781167,9.62465509536133,NA
"434",2006,180,1,1,58,1,5,1,1,0,68220,3,12,12,34,-1,144502.71714,2,3,59,14,NA,NA,34,12,FALSE,1,1,1,72251.35857,11.1304930559726,11.1879064095349,NA
"435",1991,1330,1,1,43,2,6,3,1,0,13579,3,14,11,46,-1,13579,1,2,85,14,NA,NA,46,14,FALSE,0,1,1,13579,9.5162797606988,9.5162797606988,NA
"436",2008,48,1,2,39,1,4,1,1,0,12718.125,3,18,18,90,50,146153.66858505,4,4,58,16,NA,NA,90,18,TRUE,1,1,1,36538.4171462625,9.45078342036845,10.5061195106101,NA
"437",2004,2093,1,1,74,0,1,1,1,0,NA,2,4,14,18,85,22642.5,3,2,42,12,NA,NA,85,14,FALSE,1,1,0,7547.5,NA,8.92897166158099,NA
"438",1975,417,1,2,68,1,3,1,NA,NA,NA,3,8,8,18,-1,NA,2,3,18,13,NA,NA,18,8,TRUE,1,1,0,NA,NA,NA,NA
"439",1991,1433,1,2,21,2,4,3,1,0,418,3,18,12,94,-1,1671,2,3,94,13,NA,NA,94,18,TRUE,0,1,1,835.5,6.03548143252476,6.72803034803545,NA
"440",1986,356,1,1,45,2,6,1,1,8,3567,2,19,19,18,-1,7644,1,4,82,16,NA,NA,18,19,FALSE,1,1,1,7644,8.17948018535889,8.94167630536016,NA
"441",1994,2389,3,1,41,11,6,1,2,8,34380,NA,12,5,85,-1,34380,4,4,94,16,NA,NA,85,12,FALSE,1,0,1,8595,10.4452302789368,9.05893591781695,NA
"442",1975,1177,1,2,28,9,6,1,NA,NA,16676,2,9,3,29,-1,38910,3,3,29,10,NA,NA,29,9,TRUE,1,1,1,12970,9.72172583900069,9.47039427731049,NA
"443",2002,1699,1,2,39,11,3,5,2,8,8603.375,2,-1,0,-1,14,20335.25,4,NA,14,6,NA,NA,14,0,TRUE,0,1,0,5083.8125,9.0599098471169,8.53381675122012,NA
"444",1996,2005,1,2,27,6,4,3,1,0,19938,NA,12,18,59,36,39875,3,4,12,16,2,NA,59,18,TRUE,0,1,1,13291.6666666667,9.90038273758265,9.49489255141904,NA
"445",1978,1128,1,2,57,2,6,1,1,0,16284,4,12,12,94,-1,16284,1,2,57,11,NA,NA,94,12,TRUE,1,1,1,16284,9.69793830962287,9.69793830962287,NA
"446",2014,91,1,1,45,4,5,5,1,0,56760,3,-1,12,-1,55,66220,1,4,87,15,NA,NA,55,12,FALSE,0,1,1,66220,10.946587131274,11.1007378111012,NA
"447",2018,1081,1,1,42,5,6,1,1,0,14755,3,7,12,50,16,54480,4,3,37,12,NA,NA,50,12,FALSE,1,1,1,13620,9.59933728737704,9.5192945797035,NA
"448",1974,642,1,1,32,2,2,1,NA,NA,30841,3,8,6,62,-1,30841,5,4,59,13,NA,NA,62,8,FALSE,1,1,0,6168.2,10.3366002525731,8.727162340139,NA
"449",1973,543,1,2,36,4,3,1,NA,NA,NA,3,11,12,62,-1,93210,4,3,87,15,NA,NA,62,12,TRUE,1,1,0,23302.5,NA,10.0563159299353,NA
"450",1976,1366,1,1,21,3,1,1,NA,NA,18335,3,12,11,16,-1,NA,7,2,78,12,NA,NA,16,12,FALSE,1,1,0,NA,9.81656708050543,NA,NA
"451",1984,36,1,2,60,2,4,1,1,0,NA,3,8,8,69,-1,NA,2,3,24,12,NA,NA,69,8,TRUE,1,1,1,NA,NA,NA,NA
"452",1988,1278,2,1,23,8,3,1,1,0,NA,2,5,12,19,-1,31364,3,3,53,11,NA,NA,19,12,FALSE,1,0,0,10454.6666666667,NA,9.2548037286827,NA
"453",1998,674,1,2,40,5,2,1,1,0,16363,NA,12,8,29,24,22392,5,4,55,12,NA,NA,29,12,TRUE,1,1,0,4478.4,9.7027779674289,8.40702111876119,NA
"454",2002,2565,1,1,56,1,5,1,1,0,42234.75,3,9,12,43,-1,42234.75,2,NA,91,15,NA,NA,43,12,FALSE,1,1,1,21117.375,10.6509986208828,9.95785144032286,NA
"455",2016,214,1,2,45,1,5,1,1,0,NA,4,18,12,90,47,131676.6906,4,4,56,16,NA,NA,90,18,TRUE,1,1,1,32919.17265,NA,10.4018105223367,NA
"456",2006,2253,1,2,47,3,3,1,1,0,25582.5,2,12,16,58,68,25582.5,1,3,64,15,NA,NA,68,16,TRUE,1,1,0,25582.5,10.1496638029609,10.1496638029609,NA
"457",1993,1045,1,1,30,3,4,1,1,0,10808,3,12,12,54,-1,35370,4,3,29,11,NA,1,54,12,FALSE,1,1,1,8842.5,9.28804187964004,9.08732492107964,1
"458",2016,861,3,2,20,0,3,1,2,8,NA,3,14,12,73,-1,9945,3,3,NA,13,NA,NA,73,14,TRUE,1,0,0,3315,NA,8.10621290261996,NA
"459",1988,1193,1,1,83,2,2,1,1,0,NA,1,16,8,58,-1,20507,2,3,94,12,NA,NA,58,16,FALSE,1,1,0,10253.5,NA,9.23537438969582,NA
"460",1974,106,1,1,27,1,5,1,NA,NA,NA,3,10,12,81,-1,22206,1,3,76,14,NA,NA,81,12,FALSE,1,1,1,22206,NA,10.0081178016142,NA
"461",2016,536,1,2,76,0,6,1,1,0,NA,NA,12,12,91,83,46800,1,4,73,17,NA,NA,91,12,TRUE,1,1,1,46800,NA,10.7536384819057,NA
"462",1990,927,1,1,36,1,6,1,1,0,103206,2,12,13,33,-1,99988,4,4,42,17,NA,NA,33,13,FALSE,1,1,1,24997,11.5444822698744,10.1265110966498,NA
"463",1998,1685,1,2,40,3,5,1,1,0,NA,NA,8,8,26,5,31005,6,3,NA,13,NA,NA,26,8,TRUE,1,1,1,5167.5,NA,8.55014429155592,NA
"464",2010,206,2,2,60,8,6,1,1,0,23310,2,13,12,84,5,42735,7,2,88,13,NA,NA,84,13,TRUE,1,0,1,6105,10.0566377320298,8.71686338654481,NA
"465",1982,817,3,1,24,1,5,1,1,0,NA,4,20,12,94,-1,603,3,4,NA,18,NA,NA,94,20,FALSE,1,0,1,201,NA,5.30330490805908,NA
"466",1994,1172,1,2,35,3,5,1,1,0,34380,NA,18,16,80,92,99956,4,4,62,16,NA,2,92,18,TRUE,1,1,1,24989,10.4452302789368,10.1261910070219,1
"467",1996,2344,1,1,23,2,4,1,1,0,3988,NA,16,14,65,55,8156,1,2,94,16,3,NA,65,16,FALSE,1,1,1,8156,8.29104513108173,9.00650913169435,NA
"468",2018,1182,1,1,37,0,6,1,1,0,12485,2,11,12,18,29,12485,1,2,16,13,NA,NA,29,12,FALSE,1,1,1,12485,9.43228320271387,9.43228320271387,NA
"469",1985,1377,1,2,30,5,3,1,1,0,9500,3,8,12,62,-1,22432,4,3,29,12,NA,NA,62,12,TRUE,1,1,0,5608,9.15904707758863,8.63194942871443,NA
"470",2000,854,2,2,46,3,3,1,1,0,29925,NA,12,16,42,-1,66500,3,4,85,16,NA,3,42,16,TRUE,1,0,0,22166.6666666667,10.3064495304262,10.0063449379758,0
"471",2010,516,1,2,49,NA,5,1,1,0,NA,3,12,12,39,-1,NA,1,3,NA,19,NA,NA,39,12,TRUE,1,1,1,NA,NA,NA,NA
"472",1975,1162,1,1,46,2,1,1,NA,NA,27793,1,8,8,58,-1,27793,6,3,29,8,NA,NA,58,8,FALSE,1,1,0,4632.16666666667,10.232539469411,8.44078000018294,NA
"473",1975,1171,1,2,30,2,3,1,NA,NA,NA,3,12,12,68,-1,27793,6,3,NA,11,NA,NA,68,12,TRUE,1,1,0,4632.16666666667,NA,8.44078000018294,NA
"474",2000,2806,1,2,35,4,2,3,1,0,7481,NA,-1,12,58,-1,18287,6,3,16,12,NA,NA,58,12,TRUE,0,1,0,3047.83333333333,8.9201217518724,8.02218623464658,NA
"475",1994,2990,1,2,60,2,3,5,1,0,10505,NA,-1,4,-1,39,10505,1,3,12,12,NA,1,39,4,TRUE,0,1,0,10505,9.2596066132791,9.2596066132791,1
"476",2006,1258,1,1,89,11,3,1,1,0,NA,2,8,8,49,-1,18476.25,1,1,12,12,NA,NA,49,8,FALSE,1,1,0,18476.25,NA,9.82424140252628,NA
"477",1989,29,3,2,30,8,6,3,1,8,NA,3,12,-1,46,-1,17394,7,2,18,10,NA,NA,46,12,TRUE,0,0,1,2484.85714285714,NA,7.8179704490944,NA
"478",2010,447,1,1,33,1,6,1,1,0,51800,4,20,12,91,55,51800,2,4,21,16,NA,NA,91,20,FALSE,1,1,1,25900,10.8551454282476,10.1619982476876,NA
"479",2014,879,2,2,56,10,6,1,1,0,26015,4,12,12,29,44,26015,3,3,62,16,NA,NA,44,12,TRUE,1,0,1,8671.66666666667,10.1664285737244,9.06781628505629,NA
"480",1987,624,1,2,68,2,2,1,1,0,NA,2,4,8,58,-1,9000,1,3,16,12,NA,NA,58,8,TRUE,1,1,0,9000,NA,9.10497985631836,NA
"481",1984,1335,1,2,34,0,3,1,1,0,20635,3,12,12,38,-1,23386,1,3,64,20,NA,NA,38,12,TRUE,1,1,0,23386,9.93474394218668,10.0598928317003,NA
"482",2004,2778,1,1,71,8,4,5,1,0,NA,2,-1,12,-1,22,5434.2,1,NA,28,12,NA,NA,22,12,FALSE,0,1,1,5434.2,NA,8.60046759460896,NA
"483",2018,634,2,2,27,2,3,1,1,0,17025,4,14,14,49,26,17025,2,3,28,15,NA,NA,49,14,TRUE,1,0,0,8512.5,9.74243813101771,9.04929095045777,NA
"484",1998,421,1,2,27,1,4,1,1,0,25837,NA,12,14,26,29,56842,3,3,28,12,NA,NA,29,14,TRUE,1,1,1,18947.3333333333,10.1595628520853,9.84941847941229,NA
